3.401361	3.134793	3.117648	3.148306	
3.215434	3.190256	3.181562	3.147722	
3.174603	3.167563	3.150343	3.153462	
3.174603	3.170971	3.173033	3.150932	
3.460208	3.131031	3.138659	3.154730	
2.906977	3.174013	3.148302	3.152107	
3.322259	3.142525	3.134130	3.149730	
3.311258	3.106691	3.160171	3.142148	
3.154574	3.144857	3.161856	3.150058	
2.915452	3.078510	3.177958	3.147696	
2.994012	3.187000	3.156778	3.154434	
3.154574	3.139782	3.120471	3.142539	
3.115265	3.144298	3.158480	3.150284	
2.824859	3.119478	3.142656	3.152090	
2.932551	3.144337	3.161510	3.148766	
3.215434	3.214528	3.163400	3.145345	
3.300330	3.146150	3.148768	3.144312	
3.355705	3.110819	3.133440	3.149107	
3.344482	3.203465	3.139462	3.146900	
3.048780	3.172392	3.155904	3.145388	
2.976190	3.186188	3.138320	3.144035	
3.367003	3.163083	3.126454	3.150543	
3.401361	3.154534	3.155899	3.142580	
2.915452	3.165611	3.149509	3.143462	
3.236246	3.155251	3.157112	3.143476	
2.958580	3.147136	3.152739	3.148687	
3.125000	3.185069	3.140266	3.138063	
2.906977	3.044102	3.140713	3.147108	
2.949853	3.114263	3.149263	3.145287	
3.257329	3.072392	3.148606	3.148600	
2.906977	3.114629	3.147131	3.155224	
3.424658	3.124372	3.166684	3.143610	
3.246753	3.189723	3.173215	3.148991	
3.039514	3.138234	3.138224	3.149459	
3.076923	3.161806	3.148921	3.143668	
3.184713	3.115100	3.129246	3.141898	
3.105590	3.133266	3.157061	3.145138	
3.086420	3.154904	3.142707	3.139641	
3.003003	3.119287	3.165128	3.149992	
3.154574	3.094314	3.143973	3.143416	
3.246753	3.114421	3.151627	3.140003	
3.389831	3.045218	3.118599	3.153536	
3.039514	3.108140	3.167588	3.153275	
3.086420	3.220269	3.126067	3.142806	
3.205128	3.214660	3.137316	3.144396	
3.003003	3.209920	3.148394	3.147601	
3.154574	3.104583	3.173096	3.142904	
3.048780	3.135010	3.150061	3.147526	
3.174603	3.049519	3.164417	3.145635	
3.048780	3.181731	3.147903	3.147187	
3.389831	3.124326	3.131036	3.147575	
3.215434	3.175833	3.140518	3.142016	
3.134796	3.230996	3.159472	3.152226	
3.030303	3.211987	3.123165	3.137889	
3.355705	3.243312	3.147250	3.144711	
3.174603	3.196117	3.157932	3.146053	
3.134796	3.279348	3.124295	3.148196	
3.257329	3.124426	3.130367	3.149856	
3.333333	3.169699	3.151112	3.142620	
3.246753	3.142212	3.142026	3.153995	
3.095975	3.173019	3.142270	3.144963	
3.496503	3.177751	3.143339	3.148641	
3.225806	3.035391	3.151386	3.156746	
3.067485	3.146386	3.154796	3.145322	
3.105590	3.126351	3.148304	3.144051	
3.215434	3.143391	3.148451	3.149640	
3.333333	3.169451	3.151637	3.144087	
3.194888	3.186510	3.164711	3.143780	
2.923977	3.084659	3.162044	3.134679	
3.125000	3.039515	3.147006	3.143999	
3.003003	3.148870	3.140614	3.148464	
3.311258	3.116233	3.159819	3.142043	
3.125000	3.153277	3.163473	3.144020	
3.105590	3.187789	3.150062	3.146853	
2.932551	3.203100	3.152829	3.145714	
3.194888	3.133939	3.149824	3.142502	
3.246753	3.226977	3.124744	3.154465	
3.058104	3.121011	3.150018	3.149170	
2.949853	3.175435	3.148085	3.144514	
3.257329	3.154545	3.144127	3.147851	
3.058104	3.082377	3.153074	3.144893	
3.333333	3.175654	3.165178	3.157984	
3.012048	3.083585	3.138389	3.152075	
3.144654	3.164965	3.142154	3.145292	
3.174603	3.128503	3.149508	3.156572	
3.194888	3.144325	3.145225	3.151576	
3.448276	3.141091	3.134418	3.151429	
3.125000	3.130382	3.127901	3.150433	
3.048780	3.003487	3.154338	3.146786	
2.832861	3.160293	3.160124	3.152809	
3.278689	3.165462	3.150178	3.152741	
3.115265	3.236210	3.141438	3.155412	
3.164557	3.197908	3.135837	3.153310	
3.205128	3.164726	3.135206	3.145032	
3.115265	3.153522	3.145805	3.150283	
3.355705	3.068720	3.143574	3.144961	
3.194888	3.154887	3.151874	3.146808	
3.246753	3.144676	3.132361	3.157543	
3.267974	3.134440	3.148430	3.150659	
2.890173	3.104011	3.153502	3.151624	
