14.984502	5.393836
14.949638	5.466749
14.897378	5.477920
14.955226	5.444409
14.957426	5.470375
15.104008	5.414997
14.889022	5.442569
14.962254	5.472741
15.026506	5.464576
14.992347	5.439390
14.916628	5.410416
14.870187	5.441078
14.984171	5.519060
14.980996	5.449847
14.863119	5.426208
14.972401	5.453787
14.963051	5.492423
15.027760	5.472211
14.914836	5.504609
15.011939	5.496427
14.862819	5.440186
14.912860	5.508896
14.962346	5.423595
14.998225	5.467264
14.996402	5.451950
15.027005	5.445939
14.915035	5.415187
15.063399	5.532008
14.986024	5.431402
15.022113	5.522554
15.015285	5.458675
14.944086	5.424570
15.066473	5.447672
14.895835	5.436928
15.025062	5.514799
15.020058	5.393537
14.954292	5.502451
15.027905	5.516324
15.009625	5.464006
15.056644	5.435981
15.044974	5.466350
14.871221	5.476851
15.025955	5.456291
14.980557	5.423339
15.011563	5.470316
14.961912	5.436079
15.030500	5.508375
14.948300	5.436375
14.987811	5.433252
14.984283	5.398759
14.946009	5.450041
14.944554	5.421069
14.891354	5.387936
14.861545	5.491741
14.978342	5.440705
14.963966	5.475685
14.913250	5.443755
15.006141	5.435370
14.937251	5.472202
15.002166	5.491482
14.968428	5.462487
14.968104	5.445797
14.923758	5.509208
14.885549	5.457999
14.891085	5.433642
14.894544	5.466046
14.970756	5.488420
14.947812	5.477547
14.920405	5.437878
14.869714	5.425150
14.976433	5.495631
15.002741	5.443156
15.030405	5.464534
15.045904	5.413291
15.108802	5.528221
14.945204	5.401319
15.027489	5.447576
15.082593	5.403465
14.947548	5.453400
14.967300	5.418812
14.866351	5.456617
14.988512	5.439431
14.934177	5.460828
14.903081	5.460732
14.984880	5.446591
15.027586	5.434313
14.921074	5.464071
14.993500	5.450237
14.877072	5.465186
14.969525	5.493776
15.022404	5.482856
14.907537	5.469629
14.956975	5.457501
15.112933	5.452824
15.055856	5.462196
14.981696	5.431197
15.083276	5.444798
15.005401	5.459216
14.964790	5.456494
14.932345	5.468901
