15.007855	5.425124
14.956241	5.426802
15.015365	5.483401
15.060411	5.508586
15.073878	5.459231
14.909426	5.438286
14.939852	5.472943
15.022531	5.445273
14.961317	5.510387
14.955175	5.422430
15.010271	5.432274
14.901686	5.474664
15.017797	5.428052
14.903475	5.412380
14.920435	5.460043
14.982568	5.410543
14.984327	5.475916
14.910219	5.465895
15.036969	5.453558
14.995235	5.536525
14.886585	5.454617
14.962031	5.471326
14.983930	5.485100
14.988526	5.477824
14.966918	5.481723
15.097398	5.439594
14.953809	5.461049
15.029976	5.416355
14.971356	5.512255
15.010957	5.446138
14.945235	5.468292
14.988192	5.440886
15.085369	5.401325
14.919584	5.441352
14.943388	5.473309
15.036463	5.441868
15.070032	5.469337
15.133621	5.496119
14.976995	5.468088
15.071553	5.446489
14.941933	5.455854
15.047568	5.462187
14.931629	5.509821
14.874351	5.451449
14.953765	5.517334
14.920551	5.467204
14.900462	5.422465
14.965551	5.500788
14.976424	5.447694
14.879537	5.476582
14.953116	5.474987
14.960948	5.490911
14.910463	5.411344
14.895366	5.437749
14.910129	5.446401
15.020257	5.437201
15.034297	5.442452
14.961404	5.490322
14.967863	5.477133
14.915685	5.464214
15.019050	5.460527
14.873181	5.413988
14.961396	5.527507
14.946571	5.522604
14.996331	5.455354
15.024571	5.522812
15.085470	5.490015
14.912299	5.445383
14.978448	5.466741
14.839265	5.451437
14.940698	5.436509
15.014807	5.414622
14.947715	5.468405
14.931173	5.463680
15.075337	5.464140
14.924005	5.466807
14.978000	5.457778
15.055403	5.461291
14.960620	5.412947
14.919068	5.513401
14.952537	5.453824
14.959722	5.496356
14.964999	5.413421
14.951875	5.441901
14.852606	5.451863
14.984649	5.484349
15.048198	5.442467
14.945625	5.485435
15.043594	5.492000
14.977814	5.435929
14.829662	5.446948
14.852627	5.461291
14.993869	5.454380
15.087189	5.486501
14.996223	5.466028
14.858429	5.443794
14.932348	5.456515
15.047594	5.446802
14.999941	5.459467
15.057621	5.492674
