1	128.738588	145.444647
2	118.263201	132.907178
3	108.830091	123.103138
4	104.848571	114.939013
5	104.600814	109.739745
6	101.781019	107.206655
7	96.332068	104.884060
8	94.924081	101.281358
9	88.348382	96.086036
10	85.089406	91.361509
11	80.618120	88.118142
12	77.835698	84.595159
13	75.604834	81.131479
14	73.221507	77.859645
15	71.387678	74.403466
16	70.396807	72.644634
17	68.145280	71.467800
18	66.217239	69.938358
19	65.323757	69.091605
20	64.197117	66.121902
21	63.406543	64.676897
22	62.379466	63.986375
23	60.682364	63.002189
24	56.882959	61.862680
25	56.882959	60.432196
26	56.655952	59.301765
27	56.655952	58.873003
28	56.655952	58.046338
29	56.028377	57.893546
30	55.619231	57.645749
31	55.592536	57.517868
32	55.592536	57.103339
33	55.592536	57.343119
34	55.592536	56.546356
35	55.592536	56.896056
36	54.853519	56.991792
37	54.853519	56.770292
38	54.436347	56.232240
39	54.436347	54.835477
40	54.436347	54.614367
41	54.388313	55.191008
42	54.388313	55.880269
43	54.388313	55.210537
44	53.986355	54.727929
45	53.986355	54.448917
46	53.429975	54.390665
47	53.429975	53.837045
48	53.111214	53.599358
49	53.111214	53.302711
50	53.111214	53.228800
51	53.111214	54.148987
52	53.111214	54.313560
53	53.111214	54.561450
54	53.111214	54.463069
55	53.111214	54.415229
56	53.111214	54.997582
57	53.111214	54.601384
58	53.111214	54.680622
59	53.111214	54.895431
60	53.111214	54.748844
61	53.111214	54.624458
62	53.111214	54.682364
63	53.111214	54.890424
64	53.111214	54.622455
65	53.111214	55.089233
66	53.111214	55.410568
67	53.111214	54.652919
68	53.111214	54.688060
69	53.111214	54.542382
70	53.111214	55.043561
71	53.111214	54.849379
72	53.111214	55.679628
73	53.111214	55.104811
74	53.111214	55.201478
75	53.111214	54.464576
76	53.111214	54.607832
77	53.111214	54.301057
78	53.111214	55.025369
79	53.111214	54.331731
80	52.015505	54.922242
81	52.015505	54.360097
82	52.015505	54.120424
83	51.336195	54.196029
84	51.336195	53.862732
85	51.336195	53.099901
86	51.336195	52.886693
87	51.336195	52.814704
88	51.336195	53.573477
89	51.336195	53.111487
90	51.336195	52.815214
91	51.336195	52.823713
92	51.336195	53.281329
93	51.336195	53.219662
94	51.336195	52.721577
95	51.336195	53.059666
96	51.336195	52.448639
97	51.336195	53.118261
98	51.336195	53.197246
99	51.336195	53.138794
100	51.336195	53.080299
101	51.336195	52.876888
102	51.336195	52.901612
103	51.336195	52.746582
104	51.336195	53.171724
105	51.336195	53.121563
106	51.336195	52.678905
107	51.336195	52.538093
108	51.336195	53.283959
109	51.336195	53.037044
110	51.336195	53.153653
111	51.336195	53.170484
112	51.336195	53.150037
113	51.336195	52.676283
114	51.336195	53.681250
115	51.336195	53.628228
116	51.336195	53.026260
117	51.336195	52.992568
118	51.336195	52.768115
119	51.336195	53.219606
120	51.336195	52.822036
121	51.336195	53.194635
122	51.336195	53.070603
123	51.336195	53.058645
124	51.336195	53.082694
125	51.336195	52.676203
126	51.336195	52.860087
127	51.336195	52.931254
128	51.336195	52.843727
129	51.336195	53.038690
130	51.336195	52.803274
131	51.336195	53.170794
132	51.336195	53.331187
133	51.336195	53.252394
134	51.336195	53.554565
135	51.336195	52.666018
136	51.336195	53.120231
137	51.336195	53.219285
138	51.336195	53.152541
139	51.336195	52.594353
140	51.336195	52.650150
141	51.336195	53.227692
142	51.336195	52.936870
143	51.336195	52.982780
144	51.336195	52.998356
145	51.336195	52.500527
146	51.336195	53.387779
147	51.336195	52.732657
148	51.336195	53.283490
149	51.336195	53.220731
150	51.336195	53.060417
151	51.336195	53.070414
152	51.336195	53.392844
153	51.336195	53.101099
154	51.336195	52.960925
155	51.336195	52.710196
156	51.336195	53.141114
157	51.336195	52.925325
158	51.336195	52.789168
159	51.336195	53.016996
160	51.336195	53.103941
161	51.336195	53.030077
162	51.336195	53.418829
163	51.336195	53.073572
164	51.336195	52.887496
165	51.336195	52.862202
166	51.336195	53.378341
167	51.336195	53.198377
168	51.336195	52.775832
169	51.336195	52.946337
170	51.336195	53.022209
171	51.336195	53.173274
172	51.336195	52.692330
173	51.336195	52.971325
174	51.336195	53.038438
175	51.336195	53.236898
176	51.336195	52.999038
177	51.336195	53.227756
178	51.336195	53.445165
179	51.336195	53.319456
180	51.336195	53.169224
181	51.336195	53.039236
182	51.336195	52.817080
183	51.336195	53.189675
184	51.336195	53.034653
185	51.336195	52.765818
186	51.336195	53.342591
187	51.336195	52.953736
188	51.336195	53.379200
189	51.336195	53.090989
190	51.336195	52.935617
191	51.336195	53.529402
192	51.336195	53.140418
193	51.336195	53.164395
194	51.336195	53.232364
195	51.336195	53.265434
196	51.336195	53.256061
197	51.336195	52.877554
198	51.336195	53.168590
199	51.336195	53.527498
200	51.336195	53.240571
