0	9.234283	7.946639	
30	9.241434	6.484209	
21	8.417833	1.153948	
10	7.881106	3.244200	
18	6.992512	5.361586	
6	6.363416	5.104689	
25	4.432350	5.931642	
12	4.082329	4.738173	
5	3.549313	4.473205	
23	3.872992	3.782805	
15	4.229941	3.230268	
32	2.869047	1.623961	
31	2.869047	1.623961	
24	3.679671	0.508469	
2	3.101840	0.608913	
9	0.984430	0.316022	
14	0.394632	3.693853	
29	1.965983	3.341705	
1	2.593864	4.731110	
3	1.989701	6.896548	
13	1.949643	7.415296	
8	1.607409	7.005319	
19	0.226795	7.576267	
27	0.261938	9.263188	
22	0.747700	9.936625	
26	4.471540	8.480008	
11	4.431062	9.273039	
17	5.288014	9.350635	
28	5.857322	9.934568	
7	6.356478	7.891970	
4	7.155819	9.767342	
20	8.449424	9.163202	
16	8.754109	9.364624	
