1.570707	1.161995	0.928626	1.005930	
0.680937	1.039970	1.013191	0.982362	
0.343268	1.111389	1.001635	1.010554	
1.485389	0.972347	1.054774	0.996494	
0.731760	0.907271	1.033362	1.010286	
1.568247	1.230561	0.978845	1.008146	
0.879511	1.048687	1.005665	0.992597	
0.113047	1.034202	1.037721	1.013172	
0.020857	1.275568	1.022653	1.018986	
0.335844	1.067526	1.006765	1.018430	
0.056505	1.174100	0.973327	1.012447	
1.493093	1.040987	1.029996	0.996437	
1.470821	0.949639	1.053217	0.986772	
1.214613	1.170914	1.028051	0.984112	
0.504401	1.036783	1.011571	1.012886	
1.409707	0.882360	0.886973	0.994882	
0.185434	1.021195	1.040450	1.030370	
1.475307	0.995706	1.056058	0.995345	
1.430416	1.168382	1.033853	1.008046	
1.531324	0.960836	0.972341	0.999129	
0.086515	1.013399	1.028268	0.976261	
1.570337	0.911608	0.952521	0.971079	
0.493884	0.922315	1.035544	1.006804	
0.663015	1.115215	0.945958	0.992605	
0.623456	0.857852	1.035822	0.980678	
1.516698	1.071192	0.998453	1.017776	
0.861554	1.177680	1.009967	0.996259	
0.916083	0.949051	1.028958	0.997029	
1.537489	1.110791	0.895854	0.981498	
0.668159	1.402441	1.031797	0.993935	
0.587007	0.754274	0.993728	1.006984	
0.115666	0.676600	0.966544	0.966327	
0.094145	1.005987	0.938186	1.020280	
1.549478	1.034776	1.004294	1.002689	
1.473785	1.058825	0.922632	1.024217	
1.569429	1.201092	1.029117	1.010256	
1.565085	1.040716	1.032591	0.999290	
1.344855	0.960905	0.938326	0.990441	
0.613264	1.067146	1.002404	1.011973	
1.126973	0.844704	1.045099	1.043251	
1.220497	1.035501	0.997013	0.991357	
0.488626	0.915939	0.927206	1.006128	
0.612995	0.891051	0.988211	1.004638	
1.569927	1.241183	0.964901	0.979384	
1.021775	1.064312	0.983891	0.998945	
0.039211	1.074742	1.007401	1.004440	
1.380681	1.140147	0.935962	0.992525	
1.262850	0.772565	1.004281	1.005107	
1.570283	1.245369	1.075275	0.991778	
1.567423	0.924559	0.957091	1.017378	
0.361530	1.280069	0.978211	0.985235	
1.379560	0.997474	0.981280	0.992171	
1.124767	0.968813	1.094786	1.030364	
0.300980	1.068452	0.965691	0.994102	
1.558277	0.964834	0.983507	1.015606	
0.387904	0.824758	1.006739	1.008033	
1.142840	1.146994	0.991689	1.007160	
0.506934	0.936213	0.927664	0.988476	
0.471592	1.024785	0.962359	1.021781	
1.439110	1.315651	1.005075	0.999775	
1.126616	1.040663	1.053996	0.982944	
0.142876	1.182689	0.963217	0.994299	
0.256690	1.205374	0.979445	1.025341	
1.110972	1.402640	1.022836	1.011738	
0.590950	1.121396	1.017030	1.012044	
0.909214	0.646027	1.017005	1.000810	
0.295207	1.227289	0.901481	0.974640	
1.211374	0.716937	0.890835	1.020624	
1.342493	0.902382	1.029489	1.005583	
1.568414	1.204320	1.076585	1.021146	
1.067797	1.253471	1.002985	1.007059	
1.390955	0.966878	0.979709	1.017132	
0.520994	1.061478	1.129188	1.015179	
0.978610	1.145825	1.024399	0.996178	
1.031610	0.853174	1.021973	1.038863	
0.592616	1.036206	1.000151	0.971681	
0.104210	0.656439	1.030222	1.015954	
1.319676	0.967459	1.045682	1.026906	
1.072776	0.824614	0.985149	0.990128	
1.084962	0.991677	1.006218	0.990505	
0.901087	1.174804	0.941450	1.016770	
0.671038	0.825096	0.997222	1.050036	
1.242805	0.800450	0.963515	0.981489	
1.515440	1.117858	0.993326	0.996912	
1.198579	0.897682	1.047758	1.017053	
1.314907	1.003294	1.120279	1.009469	
0.559328	1.117691	1.035199	1.005733	
0.930174	0.999742	1.023619	1.003920	
0.732765	0.984461	0.968129	1.030744	
1.169408	1.232893	0.965337	1.005125	
0.642485	1.014325	1.037322	1.012574	
1.521078	0.967870	1.114756	0.967534	
0.768292	1.202522	1.033869	0.982588	
0.392538	1.109076	1.040247	0.972264	
1.303642	1.036556	1.013436	1.034023	
1.114896	0.927423	0.966836	0.975738	
1.464344	0.984483	0.994853	1.019390	
1.067810	1.159735	1.019971	1.000167	
1.240963	1.084947	1.035751	1.032704	
0.230539	0.939648	0.984057	1.017941	
