1.780959	-0.387608	1.393351	1.187306
1.750666	-0.357384	1.393282	1.167111
1.740797	-0.347637	1.393161	1.160532
1.759076	-0.366006	1.393070	1.172718
1.764523	-0.371419	1.393104	1.176349
1.786424	-0.393256	1.393168	1.190949
1.802430	-0.409206	1.393224	1.201620
1.796661	-0.403434	1.393227	1.197774
1.808942	-0.415677	1.393265	1.205961
1.800967	-0.407624	1.393343	1.200645
1.774447	-0.381103	1.393344	1.182965
1.777534	-0.384233	1.393301	1.185022
1.814691	-0.421347	1.393344	1.209794
1.819318	-0.425974	1.393344	1.212879
1.830808	-0.437520	1.393288	1.220539
1.853063	-0.459830	1.393233	1.235375
1.828103	-0.434901	1.393202	1.218735
1.875712	-0.482517	1.393195	1.250475
1.862003	-0.468701	1.393302	1.241336
1.830088	-0.436715	1.393373	1.220058
1.839316	-0.445931	1.393385	1.226211
1.813062	-0.419671	1.393391	1.208708
1.808782	-0.415422	1.393360	1.205855
1.894291	-0.500980	1.393311	1.262861
1.889188	-0.495877	1.393311	1.259459
1.873046	-0.479803	1.393243	1.248697
1.896080	-0.502855	1.393225	1.264053
1.890577	-0.497343	1.393234	1.260385
1.849175	-0.455887	1.393288	1.232783
1.834332	-0.440957	1.393375	1.222888
1.815101	-0.421707	1.393394	1.210067
1.857926	-0.464597	1.393329	1.238618
1.832938	-0.439630	1.393308	1.221959
1.795062	-0.401821	1.393241	1.196708
1.792448	-0.399365	1.393082	1.194965
1.837092	-0.444092	1.393000	1.224728
1.834000	-0.441003	1.392997	1.222667
1.793729	-0.400728	1.393001	1.195820
1.771197	-0.378229	1.392968	1.180798
1.768232	-0.375197	1.393036	1.178822
1.748189	-0.355074	1.393115	1.165459
1.794102	-0.400931	1.393172	1.196068
1.785096	-0.391884	1.393212	1.190064
1.779315	-0.386020	1.393296	1.186210
1.799380	-0.406034	1.393347	1.199587
1.765738	-0.372387	1.393351	1.177158
1.722417	-0.329105	1.393312	1.148278
1.769753	-0.376466	1.393287	1.179835
1.800649	-0.407401	1.393248	1.200432
1.783933	-0.390710	1.393223	1.189288
1.772042	-0.378857	1.393185	1.181362
1.769079	-0.375812	1.393267	1.179386
1.773493	-0.380141	1.393352	1.182329
1.749667	-0.356339	1.393328	1.166445
1.748710	-0.355497	1.393212	1.165806
1.751646	-0.358474	1.393172	1.167764
1.802832	-0.409620	1.393212	1.201888
1.818292	-0.425060	1.393232	1.212195
1.775019	-0.381810	1.393209	1.183346
1.813121	-0.419945	1.393176	1.208747
1.834053	-0.440898	1.393155	1.222702
1.833148	-0.439967	1.393181	1.222099
1.796114	-0.402955	1.393159	1.197409
1.789565	-0.396402	1.393163	1.193043
1.799534	-0.406311	1.393222	1.199689
1.765300	-0.372014	1.393286	1.176867
1.781138	-0.387797	1.393341	1.187426
1.822339	-0.428935	1.393404	1.214893
1.815404	-0.422079	1.393326	1.210270
1.794543	-0.401313	1.393229	1.196362
1.800434	-0.407125	1.393309	1.200289
1.840149	-0.446867	1.393283	1.226766
1.864157	-0.470891	1.393265	1.242771
1.848322	-0.455110	1.393212	1.232215
1.855798	-0.462562	1.393237	1.237199
1.840087	-0.446792	1.393295	1.226725
1.808864	-0.415575	1.393289	1.205909
1.762418	-0.369099	1.393319	1.174945
1.747651	-0.354303	1.393348	1.165101
1.770661	-0.377368	1.393293	1.180441
1.760891	-0.367588	1.393303	1.173927
1.749461	-0.356166	1.393295	1.166308
1.761444	-0.368101	1.393344	1.174296
1.788515	-0.395151	1.393364	1.192343
1.753956	-0.360582	1.393374	1.169304
1.782608	-0.389200	1.393409	1.188405
1.762027	-0.368636	1.393391	1.174685
1.746795	-0.353433	1.393362	1.164530
1.762193	-0.368785	1.393407	1.174795
1.768858	-0.375432	1.393426	1.179239
1.775519	-0.382084	1.393435	1.183679
1.700941	-0.307596	1.393345	1.133961
1.737140	-0.343770	1.393370	1.158094
1.765918	-0.372538	1.393380	1.177279
1.717571	-0.324140	1.393432	1.145048
1.712897	-0.319471	1.393425	1.141931
1.748929	-0.355572	1.393357	1.165952
1.792940	-0.399602	1.393338	1.195293
1.775196	-0.381908	1.393288	1.183464
1.804495	-0.411200	1.393295	1.202997
